election_year,state_name,constituency_name,constituency_type,party_name,short_form,candidate_name,EVM_votes,postal_votes,total_votes,rank,notes
2024,Gujarat,Gandhinagar,General,Independent,Ind,PARIKH RAJIVBHAI KALABHAI,1719,32,1751,8,
2024,Gujarat,Gandhinagar,General,Independent,Ind,MANSURI SUHANA,1437,16,1453,9,
2024,Gujarat,Gandhinagar,General,Prajatantra Aadhar Party,Other-436,MAURYA SUMITRA DEVNARIAN,1205,12,1217,10,
2024,Gujarat,Gandhinagar,General,Independent,Ind,UMADIYA ALIBHAI RAJABHAI,1004,5,1009,11,
2024,Kerala,Kollam,General,Ambedkarite Party of India,Other-63,JOSE SARANATH,553,6,559,11,
2024,Gujarat,Gandhinagar,General,Independent,Ind,PATHAN IMTIYAJKHAN,786,56,842,13,
2024,Gujarat,Gandhinagar,General,Independent,Ind,BAGVAN BAHADURSHAH GULMOHAMMAD,755,16,771,14,
2024,Gujarat,Gandhinagar,General,Independent,Ind,NAVSADALAM IBRAHIMBHAI MALEK,726,6,732,15,
2024,Gujarat,Gandhinagar,General,None of the Above,NOTA,NOTA,21233,772,22005,3,
2024,Gujarat,Ahmedabad East,General,Bharatiya Janata Party,BJP,HASMUKHBHAI PATEL (H.S.PATEL),763028,7431,770459,1,
2024,Gujarat,Ahmedabad East,General,Indian National Congress,INC,HIMMATSINH PRAHLADSINH PATEL,303713,4991,308704,2,
2024,Gujarat,Ahmedabad East,General,Bahujan Samaj Party,BSP,MAKWANA JAYANTIBHAI KANJIBHAI,10235,247,10482,4,
2024,Gujarat,Ahmedabad East,General,Independent,Ind,BRIJESH SHARMA,4514,12,4526,5,
2024,Gujarat,Ahmedabad East,General,Independent,Ind,HARSHAD BABUBHAI NANDOLIYA,3554,17,3571,6,
2024,Gujarat,Ahmedabad East,General,Independent,Ind,MAHESHKUMAR SOMABHAI THAKOR,3005,28,3033,7,
2024,Gujarat,Ahmedabad East,General,Gunj Satya Ni Janata Party,Other-245,KALPESHBHAI SHETE,2927,10,2937,8,
2024,Gujarat,Ahmedabad East,General,Independent,Ind,PATANI VISHNUBHAI NATAVARBHAI,2377,43,2420,9,
2024,Gujarat,Ahmedabad East,General,Independent,Ind,ZALA SANJAYKUMAR MAHOBATSINH,2310,56,2366,10,
2024,Gujarat,Ahmedabad East,General,Independent,Ind,DASHARATHBHAI KANTILAL PANCHAL,1474,6,1480,11,
2024,Gujarat,Ahmedabad East,General,Swatantrata Abhivyakti Party,Other-168,PRAMOD SAHDEVBHAI GUDADE,1275,4,1279,12,
2024,Gujarat,Ahmedabad East,General,Prajatantra Aadhar Party,Other-436,RAJESH HARIRAM MAURYA,1199,13,1212,13,
2024,Gujarat,Ahmedabad East,General,Independent,Ind,INGOLE ROOPESHBHAI BABUBHAI,1153,16,1169,14,
2024,Gujarat,Ahmedabad East,General,Bhartiya Jan Parishad,Other-355,DHANANJAY GIRJASHANKAR RAJPUT,1083,37,1120,15,
2024,Gujarat,Ahmedabad East,General,Swaraj Kranti Party,Other-626,MANISH KUMAR DUBEY,898,11,909,16,
2024,Gujarat,Ahmedabad East,General,Independent,Ind,CHAUHAN MOHAMADFARUK AHEMADHASANBHAI,771,7,778,17,
2024,Gujarat,Ahmedabad East,General,Aadi Bharat Party,Other-657,HITENDRABHAI PATEL,722,20,742,18,
2024,Gujarat,Ahmedabad East,General,Youth India Peace Party,Other-671,PIYUSHBHAI BHAVSAR,642,7,649,19,
2024,Gujarat,Ahmedabad East,General,None of the Above,NOTA,NOTA,9911,592,10503,3,
2024,Gujarat,Ahmedabad West,Scheduled Caste,Bharatiya Janata Party,BJP,DINESHBHAI MAKWANA (ADVOCATE),606545,5159,611704,1,
2024,Gujarat,Ahmedabad West,Scheduled Caste,Indian National Congress,INC,BHARAT YOGENDRA MAKWANA,321972,3295,325267,2,
2024,Gujarat,Ahmedabad West,Scheduled Caste,Bahujan Samaj Party,BSP,ANILKUMAR VASANTBHAI VAGHELA,9448,152,9600,4,
2024,Gujarat,Ahmedabad West,Scheduled Caste,Gujarat Loktantra Party,Other-432,BHITORA BHAVESHKUMAR CHIMANLAL,2443,15,2458,5,
2024,Gujarat,Ahmedabad West,Scheduled Caste,Democratic Bharatiya Samaj Party,Other-229,SHANKARBHAI KHUSHALBHAI RATHOD,2345,44,2389,6,
2024,Gujarat,Ahmedabad West,Scheduled Caste,Jan Sewa Driver Party,Other-214,VEDUBHAI KAUTIKBHAI SIRASAT,1214,7,1221,7,
2024,Gujarat,Ahmedabad West,Scheduled Caste,None of the Above,NOTA,NOTA,13604,403,14007,3,
2024,Gujarat,Surendranagar,General,Bharatiya Janata Party,BJP,CHANDUBHAI CHHAGANBHAI SHIHORA,664093,5656,669749,1,
2024,Gujarat,Surendranagar,General,Indian National Congress,INC,RUTVIKBHAI LAVJIBHAI MAKWANA,403461,4671,408132,2,
2024,Gujarat,Surendranagar,General,Bahujan Samaj Party,BSP,DABHI ASHOKBHAI SUKHABHAI,11885,151,12036,4,
2024,Gujarat,Surendranagar,General,Independent,Ind,VINODBHAI BABUBHAI SATROTIYA,5940,6,5946,5,
2024,Gujarat,Surendranagar,General,Independent,Ind,KOLI RAMESHBHAI VIRSANGBHAI VAGHELA,5173,16,5189,6,
2024,Gujarat,Surendranagar,General,Rashtra Nirman Party,Other-190,CHAVDA NILESHBHAI MANSUKHBHAI,4103,26,4129,7,
2024,Gujarat,Surendranagar,General,Independent,Ind,ZALA DEVRAJBHAI BABUBHAI,2442,21,2463,8,
2024,Gujarat,Surendranagar,General,Independent,Ind,J.K.PATEL,2308,59,2367,9,
2024,Gujarat,Surendranagar,General,Gunj Satya Ni Janata Party,Other-245,DEVENDRA MOHANDAS MAHANT,2042,9,2051,10,
2024,Gujarat,Surendranagar,General,Independent,Ind,GEDIYA KRUSHANAVADAN HARIPRASADBHAI,1435,24,1459,11,
2024,Gujarat,Surendranagar,General,Independent,Ind,ANANDBHAI PACHANBHAI RATHOD,1241,8,1249,13,
2024,Gujarat,Surendranagar,General,New India United Party,Other-226,DILIPBHAI PARSHOTTAMBHAI MAKWANA,1222,35,1257,12,
2024,Gujarat,Surendranagar,General,Independent,Ind,ASHOK PALAJIBHAI RATHOD,1087,4,1091,14,
2024,Gujarat,Surendranagar,General,Mission All India Independent Justice Party,Other-611,PATEL MADHUSUDAN BALDEVBHAI,948,12,960,15,
2024,Gujarat,Surendranagar,General,None of the Above,NOTA,NOTA,12799,500,13299,3,
2024,Gujarat,Rajkot,General,Bharatiya Janata Party,BJP,PARSHOTTAMBHAI RUPALA,850846,7138,857984,1,
2024,Gujarat,Rajkot,General,Indian National Congress,INC,DHANANI PARESH,368964,4760,373724,2,
2024,Gujarat,Rajkot,General,Bahujan Samaj Party,BSP,CHAMANBHAI NAGJIBHAI SAVSANI,10356,109,10465,4,
2024,Gujarat,Rajkot,General,Independent,Ind,AJAGIYA NIRALBHAI AMRUTLAL,3674,6,3680,5,
2024,Gujarat,Rajkot,General,Independent,Ind,BHAVESHBHAI KANTILAL PIPALIYA,2846,10,2856,6,
2024,Gujarat,Rajkot,General,Independent,Ind,BHAVESH UPENDRABHAI ACHARYA,2806,34,2840,7,
2024,Gujarat,Rajkot,General,Independent,Ind,PRAKASH GOVINDBHAI SINDHAV,2355,34,2389,8,
2024,Gujarat,Rajkot,General,Independent,Ind,ZALA NAYAN J.,2321,29,2350,9,
2024,Gujarat,Rajkot,General,Independent,Ind,JIGNESHBHAI MAHAJAN,1322,10,1332,10,
2024,Gujarat,Rajkot,General,None of the Above,NOTA,NOTA,15288,634,15922,3,
2024,Gujarat,Porbandar,General,Bharatiya Janata Party,BJP,DR. MANSUKH MANDAVIYA,625962,7156,633118,1,
2024,Gujarat,Porbandar,General,Indian National Congress,INC,LALIT VASOYA,245677,4081,249758,2,
2024,Gujarat,Porbandar,General,Bahujan Samaj Party,BSP,N. P. RATHOD,10560,362,10922,4,
2024,Gujarat,Porbandar,General,Independent,Ind,NATHABHAI BHURABHAI ODEDRA,7164,132,7296,5,
2024,Gujarat,Porbandar,General,Viro Ke Vir Indian Party,Other-74,LAKHANSI ODEDARA,3130,33,3163,6,
2024,Gujarat,Porbandar,General,Independent,Ind,SOLANKI JATIN DHIRUBHAI,2469,17,2486,7,
2024,Gujarat,Porbandar,General,Independent,Ind,SODHA HUSHENBHAI ALIBHAI,2432,3,2435,8,
2024,Gujarat,Porbandar,General,Independent,Ind,RATHOD CHANDUBHAI MOHANBHAI,1705,24,1729,9,
2024,Gujarat,Porbandar,General,Samajwadi Party,SP,SHEKHAVA NILESHKUMAR RAMJIBHAI,1587,22,1609,10,
2024,Maharashtra,Mumbai North central,General,Insaniyat Party,Other-370,SHAUKAT ABDUL RAFIQ KHAN,341,4,345,24,
2024,Gujarat,Porbandar,General,Independent,Ind,MAHEMUDBHAI SAIYAD,1023,6,1029,12,
2024,Gujarat,Porbandar,General,Independent,Ind,JETHAVA BIPINKUMAR BHIKHALAL,786,11,797,13,
2024,Gujarat,Porbandar,General,None of the Above,NOTA,NOTA,13004,559,13563,3,
2024,Gujarat,Jamnagar,General,Bharatiya Janata Party,BJP,POONAMBEN HEMATBHAI MAADAM,618120,1929,620049,1,
2024,Gujarat,Jamnagar,General,Indian National Congress,INC,ADVOCATE J. P. MARAVIYA,380949,1092,382041,2,
2024,Gujarat,Jamnagar,General,Bahujan Samaj Party,BSP,JAYSUKH NATHUBHAI PINGALSUR,11429,33,11462,3,
2024,Gujarat,Jamnagar,General,Viro Ke Vir Indian Party,Other-74,KANZARIYA RANCHHODBHAI NARANBHAI,6973,29,7002,5,
2024,Gujarat,Jamnagar,General,Independent,Ind,VIJAYSINH PRAVINSINH JADEJA,4817,17,4834,6,
2024,Gujarat,Jamnagar,General,Independent,Ind,RATHOD PUNJABHAI PALABHAI,3727,5,3732,7,
2024,Gujarat,Jamnagar,General,Independent,Ind,BHURALAL MEGHJIBHAI PARMAR,1923,5,1928,8,
2024,Gujarat,Jamnagar,General,Independent,Ind,GHUGHA ALARAKHABHAI ISHAKBHAI,1582,3,1585,9,
2024,Gujarat,Jamnagar,General,Independent,Ind,KHIRA YUSUF SIDIKBHAI,1368,3,1371,10,
2024,Gujarat,Jamnagar,General,Independent,Ind,NANJI AMARSHI BATHWAR,1365,5,1370,11,
2024,Gujarat,Jamnagar,General,Independent,Ind,ANWAR NOORMAMAD SANGHAR,1299,-,1299,12,
2024,Gujarat,Jamnagar,General,Rashtriya Mahaswaraj Bhumi Party,Other-326,PARESHBHAI PARSOTTAMBHAI MUNGARA,1266,4,1270,13,
2024,Gujarat,Jamnagar,General,Independent,Ind,POPATPUTRA RAFIK ABUBAKAR,1133,5,1138,14,
2024,Gujarat,Jamnagar,General,Independent,Ind,NADEEM MAHAMMAD HALA,1069,1,1070,15,
2024,Gujarat,Jamnagar,General,None of the Above,NOTA,NOTA,10972,112,11084,4,
2024,Gujarat,Junagadh,General,Bharatiya Janata Party,BJP,CHUDASAMA RAJESHBHAI NARANBHAI,578516,5533,584049,1,
2024,Gujarat,Junagadh,General,Indian National Congress,INC,JOTVA HIRABHAI ARJANBHAI,444156,4399,448555,2,
2024,Gujarat,Junagadh,General,Bahujan Samaj Party,BSP,MAKADIA JAYANTILAL MALDEBHAI,7132,150,7282,4,
2024,Gujarat,Junagadh,General,Independent,Ind,VADHER DANSING CHINABHAI,5161,28,5189,5,
2024,Gujarat,Junagadh,General,Independent,Ind,DEVENDRABHAI DHANJIBHAI MOTIVARAS,2302,7,2309,6,
2024,Gujarat,Junagadh,General,Independent,Ind,BORICHANGAR BHAVESH DALPATRAI,1884,24,1908,7,
2024,Gujarat,Junagadh,General,Independent,Ind,DAKI NATHABHAI MENSIBHAI,1329,15,1344,8,
2024,Maharashtra,Ramtek,Scheduled Caste,Ambedkarite Party of India,Other-63,PRAMOD SHRIPAT KHOBRAGADE,1337,3,1340,16,
2024,Karnataka,Davanagere,General,Janahitha Paksha,Other-589,DODDESH.H.S,439,1,440,26,
2024,Gujarat,Junagadh,General,Independent,Ind,GORDHANBHAI MANGABHAI GOHEL,758,17,775,11,
2024,Gujarat,Junagadh,General,Independent,Ind,AARAB HASAM SUMRA,689,5,694,12,
2024,Gujarat,Junagadh,General,None of the Above,NOTA,NOTA,13434,579,14013,3,
2024,Gujarat,Amreli,General,Bharatiya Janata Party,BJP,BHARATBHAI MANUBHAI SUTARIYA,577820,3052,580872,1,
2024,Gujarat,Amreli,General,Indian National Congress,INC,JENNY THUMMAR,258231,1573,259804,2,
2024,Gujarat,Amreli,General,Bahujan Samaj Party,BSP,CHAUHAN RAVAJIBHAI MULABHAI,7486,57,7543,4,
2024,Gujarat,Amreli,General,Global Republican Party,Other-248,SANKHAT VIKRAMBHAI VISABHAI,4958,51,5009,5,
2024,Gujarat,Amreli,General,Independent,Ind,BAVKUBHAI AMARUBHAI VALA,3733,44,3777,6,
2024,Gujarat,Amreli,General,Independent,Ind,BHAVESHBHAI JENTIBHAI RANK,3663,8,3671,7,
2024,Gujarat,Amreli,General,Independent,Ind,PUNJABHAI BAVBHAI DAFDA,2598,23,2621,8,
2024,Gujarat,Amreli,General,Independent,Ind,PRITESH CHAUHAN (LALU),1759,21,1780,9,
2024,Gujarat,Amreli,General,None of the Above,NOTA,NOTA,11125,224,11349,3,
2024,Gujarat,Bhavnagar,General,Bharatiya Janata Party,BJP,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),707428,9455,716883,1,
2024,Gujarat,Bhavnagar,General,Aam Aadmi Party,AAP,UMESHBHAI NARANBHAI MAKWANA,256902,4692,261594,2,
2024,Gujarat,Bhavnagar,General,Bahujan Samaj Party,BSP,RATHOD DINESHBHAI LAKHABHAI,9989,141,10130,4,
2024,Gujarat,Bhavnagar,General,Swatantrata Abhivyakti Party,Other-168,ANILBHAI NARENDRABHAI CHAVDA,7574,45,7619,5,
2024,Gujarat,Bhavnagar,General,New India United Party,Other-226,PARMAR RAJESHKUMAR PREMJIBHAI,6456,37,6493,6,
2024,Gujarat,Bhavnagar,General,Aapki Awaaz Party,Other-276,KALANIYA SAGARBHAI POPATBHAI,6039,48,6087,7,
2024,Gujarat,Bhavnagar,General,Independent,Ind,SANJAYBHAI MAGANBHAI MAKAWANA,4131,22,4153,8,
2024,Gujarat,Bhavnagar,General,Independent,Ind,HARSH GOKLANI,3593,41,3634,9,
2024,Gujarat,Bhavnagar,General,Independent,Ind,SHRI MULSHANKARBHAI RAGHURAMBHAI CHAUHAN,3386,20,3406,10,
2024,Gujarat,Bhavnagar,General,Gujarat Sarva Samaj Party,Other-346,SHRI TIDABHAI DEVSHIBHAI,2641,44,2685,11,
2024,Maharashtra,Nagpur,General,Ambedkarite Party of India,Other-63,VIJAY MANKAR,606,4,610,13,
2024,Gujarat,Bhavnagar,General,Independent,Ind,NARESHBHAI NARANBHAI RATHOD,1745,20,1765,13,
2024,Gujarat,Bhavnagar,General,Independent,Ind,BRAHMAKSHTRIYA BHAGVATIBEN KHETSINH,1562,62,1624,14,
2024,Gujarat,Bhavnagar,General,None of the Above,NOTA,NOTA,17717,1048,18765,3,
2024,Gujarat,Anand,General,Bharatiya Janata Party,BJP,MITESH PATEL (BAKABHAI),607394,5090,612484,1,
2024,Gujarat,Anand,General,Indian National Congress,INC,AMIT CHAVDA,516453,6092,522545,2,
2024,Gujarat,Anand,General,Bahujan Samaj Party,BSP,SURESHBHAI DHULABHAI PATEL,5778,53,5831,4,
2024,Gujarat,Anand,General,Independent,Ind,BHOI ASHISHKUMAR THAKORBHAI,5525,17,5542,5,
2024,Gujarat,Anand,General,Independent,Ind,KEYURBHAI PRAVINBHAI PATEL (BAKABHAI),2290,8,2298,6,
2024,Gujarat,Anand,General,Garib Kalyan Party,Other-358,DHEERAJKUMAR KSHATRIYA,1723,24,1747,7,
2024,Maharashtra,Dindori,Scheduled Tribe,Ambedkarite Party of India,Other-63,KISHOR AMBADAS DAGALE,8032,23,8055,8,
2024,Gujarat,Anand,General,None of the Above,NOTA,NOTA,15679,251,15930,3,
2024,Gujarat,Kheda,General,Bharatiya Janata Party,BJP,DEVUSINH CHAUHAN,738609,5826,744435,1,
2024,Gujarat,Kheda,General,Indian National Congress,INC,KALUSINH DABHI,381656,5021,386677,2,
2024,Gujarat,Kheda,General,Independent,Ind,SODHA SANJAYKUMAR PARVATSINH,6123,16,6139,5,
2024,Gujarat,Kheda,General,Bahujan Samaj Party,BSP,BHAILALBHAI KALUBHAI PANDAV,6055,97,6152,4,
2024,Gujarat,Kheda,General,Independent,Ind,PARMAR HITESHKUMAR PARSOTTAMBHAI,2730,11,2741,6,
2024,Gujarat,Kheda,General,Independent,Ind,UPENDRAKUMAR VALLAVBHAI PATEL,2703,12,2715,7,
2024,Gujarat,Kheda,General,Rashtriya Mahaswaraj Bhumi Party,Other-326,PATEL ANILKUMAR BHAILALBHAI,2493,30,2523,8,
2024,Gujarat,Kheda,General,Bhartiya Jan Nayak Party,Other-495,SAIYAD KADARI MOHAMMAD SABIR ANVAR HUSAIN,1812,26,1838,9,
2024,Gujarat,Kheda,General,Garib Kalyan Party,Other-358,INDIRADEVI HIRALAL VORA,1126,9,1135,10,
2024,Gujarat,Kheda,General,Bhartiya Jan Parishad,Other-355,KAMLESHBHAI POPATBHAI PATEL,933,16,949,11,
2024,Maharashtra,Nashik,General,Ambedkarite Party of India,Other-63,KANTILAL KISAN JADHAV,2047,8,2055,19,
2024,Gujarat,Kheda,General,New India United Party,Other-226,KANTIYA DASRATH HARJIVANBHAI,789,3,792,13,
2024,Gujarat,Kheda,General,None of the Above,NOTA,NOTA,18444,380,18824,3,
2024,Gujarat,Panchmahal,General,Bharatiya Janata Party,BJP,RAJPALSINH MAHENDRASINH JADAV,785830,8749,794579,1,
2024,Gujarat,Panchmahal,General,Indian National Congress,INC,GULABSINH SOMSINH CHAUHAN,279396,5841,285237,2,
2024,Gujarat,Panchmahal,General,Independent,Ind,HASMUKHKUMAR GANPATSINH RATHOD,10376,23,10399,4,
2024,Gujarat,Panchmahal,General,Dhanwan Bharat Party,Other-232,JITESHKUMAR GHANSHYAMBHAI SEVAK,8350,39,8389,5,
2024,Gujarat,Panchmahal,General,Independent,Ind,MANOJSINH RANAJITSINH RATHOD,3984,29,4013,6,
2024,Gujarat,Panchmahal,General,"Aam Janmat Party,",Other-394,LAXMANBHAI GALABHAI BARIYA,3108,97,3205,7,
2024,Gujarat,Panchmahal,General,Independent,Ind,TASLIM MOHAMMEDRAFIK DURVESH,3051,14,3065,8,
2024,Gujarat,Panchmahal,General,Independent,Ind,PANDOR KAUSHIKKUMAR SHANKARBHAI,2486,21,2507,9,
2024,Gujarat,Panchmahal,General,None of the Above,NOTA,NOTA,19629,474,20103,3,
2024,Gujarat,Dahod,Scheduled Tribe,Bharatiya Janata Party,BJP,JASWANTSINH SUMANBHAI BHABHOR,685734,2981,688715,1,
2024,Gujarat,Dahod,Scheduled Tribe,Indian National Congress,INC,DR. PRABHABEN KISHORSINH TAVIYAD,352238,2800,355038,2,
2024,Gujarat,Dahod,Scheduled Tribe,Independent,Ind,MEDA DEVENDRAKUMAR LAXMANBHAI,11068,7,11075,4,
2024,Gujarat,Dahod,Scheduled Tribe,Bahujan Samaj Party,BSP,BHABHOR DHULABHAI DITABHAI,8621,11,8632,5,
2024,Gujarat,Dahod,Scheduled Tribe,Independent,Ind,BARIYA MANILAL HIRABHAI,6576,12,6588,6,
2024,Gujarat,Dahod,Scheduled Tribe,Independent,Ind,DAMOR VESTABHAI JOKHANABHAI,4374,26,4400,7,
2024,Gujarat,Dahod,Scheduled Tribe,Independent,Ind,DAMOR MANABHAI BHAVSINGBHAI,3144,29,3173,8,
2024,Gujarat,Dahod,Scheduled Tribe,Bharatiya National Janata Dal,Other-212,JAGDISHBHAI MANILAL MEDA,3053,9,3062,9,
2024,Gujarat,Dahod,Scheduled Tribe,Saath Sahakar Vikas Party,Other-421,PASAYA NAVALSINH MULABHAI,2667,6,2673,10,
2024,Gujarat,Dahod,Scheduled Tribe,None of the Above,NOTA,NOTA,34774,164,34938,3,
2024,Gujarat,Vadodara,General,Bharatiya Janata Party,BJP,DR. HEMANG JOSHI,865825,7364,873189,1,
2024,Gujarat,Vadodara,General,Indian National Congress,INC,PADHIYAR JASHPALSINH MAHENDRASINH (BAPU),287570,3493,291063,2,
2024,Gujarat,Vadodara,General,Bahujan Samaj Party,BSP,JADAV AMITKUMAR RAMJIBHAI,7473,56,7529,4,
2024,Gujarat,Vadodara,General,Independent,Ind,RAJESH RATHOD,5416,53,5469,5,
2024,Karnataka,Udupi Chikmagalur,General,Janahitha Paksha,Other-589,SUPREETH KUMAR POOJARY KATEEL,670,20,690,9,
2024,Gujarat,Vadodara,General,Independent,Ind,DR. RAHUL VASUDEVBHAI VYAS,2731,21,2752,7,
2024,Gujarat,Vadodara,General,Independent,Ind,PARMAR MAYURSINH ARVINDSINH,2122,86,2208,8,
2024,Gujarat,Vadodara,General,Independent,Ind,NILKANTHKUMAR MANSUKHLAL MISTRI,1748,8,1756,9,
2024,Gujarat,Vadodara,General,Independent,Ind,PARMAR HEMANTKUMAR ARVINDBHAI,1388,23,1411,10,
2024,Gujarat,Vadodara,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,TAPAN DASGUPTA,1252,23,1275,11,
2024,Gujarat,Vadodara,General,Independent,Ind,ATUL GAMECHI,1061,23,1084,12,
2024,Odisha,Bhadrak,Scheduled Caste,Ambedkarite Party of India,Other-63,ANJAN DAS,3512,5,3517,7,
2024,Gujarat,Vadodara,General,Independent,Ind,NILESH JAGANNATH VASAIKAR,840,18,858,14,
2024,Gujarat,Vadodara,General,Satyawadi Rakshak Party,Other-669,DOSHI HARDIK BIPINBHAI,643,14,657,15,
2024,Gujarat,Vadodara,General,None of the Above,NOTA,NOTA,17823,565,18388,3,
2024,Gujarat,Chhota Udaipur,Scheduled Tribe,Bharatiya Janata Party,BJP,JASHUBHAI BHILUBHAI RATHVA,791727,4862,796589,1,
2024,Gujarat,Chhota Udaipur,Scheduled Tribe,Indian National Congress,INC,SUKHRAMBHAI HARIYABHAI RATHWA,394433,3379,397812,2,
2024,Gujarat,Chhota Udaipur,Scheduled Tribe,Bahujan Samaj Party,BSP,BHIL SOMABHAI GOKALBHAI,16021,72,16093,4,
2024,Andhra Pradesh,Kakinada,General,Janasena Party,Other-12,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),718971,10728,729699,1,
2024,Gujarat,Chhota Udaipur,Scheduled Tribe,Bharatiya Bahujan Congress,Other-213,TADVI RANCHHODBHAI,8292,52,8344,6,
2024,Gujarat,Chhota Udaipur,Scheduled Tribe,Independent,Ind,RATHVA MUKESHBHAI NURABHAI,8032,33,8065,7,
2024,Gujarat,Chhota Udaipur,Scheduled Tribe,None of the Above,NOTA,NOTA,29394,261,29655,3,
2024,Gujarat,Bharuch,General,Bharatiya Janata Party,BJP,MANSUKHBHAI DHANJIBHAI VASAVA,605489,2668,608157,1,
2024,Gujarat,Bharuch,General,Aam Aadmi Party,AAP,CHAITARBHAI DAMJIBHAI VASAVA,518419,4042,522461,2,
2024,Gujarat,Bharuch,General,Bharat Adivasi Party,Other-15,DILIPBHAI CHHOTUBHAI VASAVA,9981,33,10014,4,
2024,Gujarat,Bharuch,General,Independent,Ind,SAJID YAKUB MUNSHI,9934,3,9937,5,
2024,Gujarat,Bharuch,General,Bahujan Samaj Party,BSP,VASAVA CHETANBHAI KANJIBHAI,6312,12,6324,6,
2024,Gujarat,Bharuch,General,Independent,Ind,NAVINBHAI BHIKHABHAI PATEL,3440,13,3453,7,
2024,Gujarat,Bharuch,General,Independent,Ind,YUSUF VALI HASANALI,3245,2,3247,8,
2024,Andhra Pradesh,Machilipatnam,General,Janasena Party,Other-12,BALASHOWRY VALLABHANENI,712149,12290,724439,1,
2024,Gujarat,Bharuch,General,Independent,Ind,MITESHBHAI THAKORBHAI PADHIYAR,2451,8,2459,10,
2024,Gujarat,Bharuch,General,Independent,Ind,MIRZA AABIDBEG YASINBEG,2043,7,2050,11,
2024,Gujarat,Bharuch,General,Independent,Ind,ISMAIL AHMAD PATEL,1887,15,1902,12,
2024,Gujarat,Bharuch,General,Independent,Ind,NARAYANBHAI LILADHARJI RAVAL,1574,9,1583,13,
2024,Gujarat,Bharuch,General,Independent,Ind,DHARMESHKUMAR VISHNUBHAI VASAVA,1324,6,1330,14,
2024,Gujarat,Bharuch,General,None of the Above,NOTA,NOTA,23151,132,23283,3,
2024,Gujarat,Bardoli,Scheduled Tribe,Bharatiya Janata Party,BJP,PARBHUBHAI NAGARBHAI VASAVA,757787,6163,763950,1,
2024,Gujarat,Bardoli,Scheduled Tribe,Indian National Congress,INC,CHAUDHARY SIDDHARTH AMARSINH,526054,7643,533697,2,
2024,Gujarat,Bardoli,Scheduled Tribe,Bahujan Samaj Party,BSP,REKHABEN HARSINGBHAI CHAUDHARI,15872,272,16144,4,
2024,Gujarat,Bardoli,Scheduled Tribe,None of the Above,NOTA,NOTA,24762,780,25542,3,
2024,Gujarat,Surat,General,Bharatiya Janata Party,BJP,MUKESHKUMAR CHANDRAKAANT DALAL ( Uncontested ),,,10065,1,Uncontested
2024,Gujarat,Navsari,General,Bharatiya Janata Party,BJP,C R PATIL,1023366,7699,1031065,1,
2024,Gujarat,Navsari,General,Indian National Congress,INC,NAISHADHBHAI BHUPATBHAI DESAI,254567,2947,257514,2,
2024,Gujarat,Navsari,General,Bahujan Samaj Party,BSP,MALKHAN RAMKISHOR VARMA,8076,57,8133,4,
2024,Gujarat,Navsari,General,Independent,Ind,KIRIT L. SURATI,4190,21,4211,5,
2024,Gujarat,Navsari,General,Independent,Ind,RAJU VARDE,3139,45,3184,6,
2024,Andhra Pradesh,Thirupathi(SC),Scheduled Caste,Janata Congress,Other-220,M UMADEVI,5387,38,5425,7,
2024,Gujarat,Navsari,General,Social Democratic Party Of India,Other-91,KADIR MAHEBOOB SAIYED,2527,11,2538,8,
2024,Gujarat,Navsari,General,Independent,Ind,SHEKH MOHMMAD NISHAR (MUNNABHAI GARAGE),1481,2,1483,10,
2024,Gujarat,Navsari,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,DR. KANUBHAI KHADADIYA,1470,15,1485,9,
2024,Gujarat,Navsari,General,Sardar Vallabhbhai Patel Party,Other-306,SUMANBEN KHUSHWA (HANSIKA RAJPUT),1397,29,1426,11,
2024,Gujarat,Navsari,General,Independent,Ind,ADVOCATE NAVINKUMAR SHANKERBHAI PATEL,1091,4,1095,13,
2024,Gujarat,Navsari,General,Garib Kalyan Party,Other-358,MOHAMMAD HANIF SHAH,1089,8,1097,12,
2024,Gujarat,Navsari,General,Independent,Ind,CHANDANSINGH SHIVBADANSINGH THAKUR,1070,17,1087,14,
2024,Gujarat,Navsari,General,Independent,Ind,KAZI AYAZ HUSNUDDIN,775,8,783,15,
2024,Gujarat,Navsari,General,None of the Above,NOTA,NOTA,19653,809,20462,3,
2024,Gujarat,Valsad,Scheduled Tribe,Bharatiya Janata Party,BJP,DHAVAL LAXMANBHAI PATEL,760935,3291,764226,1,
2024,Gujarat,Valsad,Scheduled Tribe,Indian National Congress,INC,ANANTKUMAR HASMUKHBHAI PATEL,547307,6215,553522,2,
2024,Gujarat,Valsad,Scheduled Tribe,Bahujan Samaj Party,BSP,MANAKBHAI JATRUBHAI SHANKAR,7487,12,7499,4,
2024,Gujarat,Valsad,Scheduled Tribe,Independent,Ind,RAMANBHAI KARSHANBHAI PATEL,6732,13,6745,5,
2024,Gujarat,Valsad,Scheduled Tribe,Viro Ke Vir Indian Party,Other-74,JAYANTIBHAI KHANDUBHAI SHALUA,4763,11,4774,6,
