election_year,state_name,constituency_name,constituency_type,party_name,short_form,candidate_name,EVM_votes,postal_votes,total_votes,rank,notes
2024,Gujarat,Valsad,Scheduled Tribe,Independent,Ind,CHIRAGKUMAR BHARATBHAI PATEL,3431,9,3440,7,
2024,Gujarat,Valsad,Scheduled Tribe,Bahujan Republican Socialist Party,Other-102,UMESHBHAI MAGANBHAI PATEL,2813,19,2832,8,
2024,Gujarat,Valsad,Scheduled Tribe,None of the Above,NOTA,NOTA,18169,204,18373,3,
2024,Haryana,Ambala,Scheduled Caste,Indian National Congress,INC,VARUN CHAUDHRY,662592,1065,663657,1,
2024,Haryana,Ambala,Scheduled Caste,Bharatiya Janata Party,BJP,BANTO KATARIA,613786,835,614621,2,
2024,Haryana,Ambala,Scheduled Caste,Bahujan Samaj Party,BSP,PAWAN RANDHAWA,23535,48,23583,3,
2024,Haryana,Ambala,Scheduled Caste,Indian National Lok Dal,Other-52,GURPREET SINGH,8902,84,8986,4,
2024,Haryana,Ambala,Scheduled Caste,Aazad Samaj Party (Kanshi Ram),Other-23,KAMAL KUMAR BARARA,8741,13,8754,5,
2024,Haryana,Ambala,Scheduled Caste,Jannayak Janta Party,Other-65,KIRAN PUNIA,6055,37,6092,7,
2024,Haryana,Ambala,Scheduled Caste,Haryana Jansena Party,Other-251,RAKESH KUMAR,3110,1,3111,8,
2024,Haryana,Ambala,Scheduled Caste,Bharatheeya Jawan Kisan Party,Other-71,BALJEET SINGH,2459,43,2502,9,
2024,Haryana,Ambala,Scheduled Caste,Ekam Sanatan Bharat Dal,Other-83,MEHAR SINGH CHALIA,2383,14,2397,10,
2024,Haryana,Ambala,Scheduled Caste,Peoples Party of India (Democratic),Other-51,GULAB SINGH NARWAL,1683,7,1690,11,
2024,Haryana,Ambala,Scheduled Caste,Bahujan Mukti Party,Other-75,SURAJ KUMAR,1501,5,1506,12,
2024,Haryana,Ambala,Scheduled Caste,Independent,Ind,MOHAR SINGH STATION MASTER (RETD.),1257,6,1263,13,
2024,Haryana,Ambala,Scheduled Caste,Bharatiya Yuva Jan Ekta Party,Other-107,BETA MAM CHAND RATTUWALA,1248,3,1251,14,
2024,Haryana,Ambala,Scheduled Caste,Bhartiya Shakti Chetna Party,Other-64,DR. NITESH CHOPRA (HONEY),854,3,857,15,
2024,Haryana,Ambala,Scheduled Caste,None of the Above,NOTA,NOTA,6427,25,6452,6,
2024,Haryana,Kurukshetra,General,Bharatiya Janata Party,BJP,NAVEEN JINDAL,540677,1498,542175,1,
2024,Haryana,Kurukshetra,General,Aam Aadmi Party,AAP,DR SUSHIL GUPTA,511770,1384,513154,2,
2024,Haryana,Kurukshetra,General,Indian National Lok Dal,Other-52,ABHAY SINGH CHAUTALA,78362,346,78708,3,
2024,Haryana,Kurukshetra,General,Bahujan Samaj Party,BSP,DEEPAK MEHRA,20864,80,20944,4,
2024,Haryana,Kurukshetra,General,Independent,Ind,JAI KUMAR SAINI HAMIDPUR,8090,3,8093,5,
2024,Haryana,Kurukshetra,General,Jannayak Janta Party,Other-65,PALA RAM SAINI,6159,23,6182,6,
2024,Haryana,Kurukshetra,General,Rashtriya Janshakti Party(Eklavya),Other-392,SATBIR KASHYAP,3251,12,3263,7,
2024,Haryana,Kurukshetra,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,KHAZAN SINGH SEHGAL,2824,35,2859,8,
2024,Haryana,Kurukshetra,General,Ekam Sanatan Bharat Dal,Other-83,MAHAVIR SINGH,2779,4,2783,9,
2024,Haryana,Kurukshetra,General,Peoples Party of India (Democratic),Other-51,INDERJEET KAMBOJ,2107,6,2113,11,
2024,Haryana,Kurukshetra,General,Independent,Ind,PANDIT ANIL UPADHYAY,2053,3,2056,12,
2024,Haryana,Kurukshetra,General,Independent,Ind,ADV ASHWINI SHARMA HRITTWAL,2027,2,2029,13,
2024,Haryana,Kurukshetra,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,COMRADE OM PARKASH SHASTRI,1806,6,1812,14,
2024,Haryana,Kurukshetra,General,Independent,Ind,SURENDER SINGH,1599,-,1599,15,
2024,Haryana,Kurukshetra,General,Independent,Ind,AMIT MALIK,1503,3,1506,16,
2024,Haryana,Kurukshetra,General,Independent,Ind,PATASHO DEVI EX-SARPANCH,1379,-,1379,17,
2024,Haryana,Kurukshetra,General,Independent,Ind,DR MAHESH CHAND GAUR,1338,2,1340,18,
2024,Haryana,Kurukshetra,General,Independent,Ind,JAI PARKASH SHARMA,1152,2,1154,19,
2024,Haryana,Kurukshetra,General,Independent,Ind,VARUN GUPTA,1129,5,1134,20,
2024,Haryana,Kurukshetra,General,Loktantrik Lok Rajyam Party,Other-349,SATNAM BHAZIGAR,1063,3,1066,21,
2024,Madhya Pradesh,Dhar,Scheduled Tribe,Janata Congress,Other-220,VIKRAM VASUNIYA,3464,11,3475,8,
2024,Haryana,Kurukshetra,General,Bharatiya Asha Party,Other-342,SATISH DHULL,991,6,997,23,
2024,Haryana,Kurukshetra,General,Rashtriya Garib Dal,Other-310,ADVOCATE PARDEEP SAINI,958,2,960,24,
2024,Haryana,Kurukshetra,General,Independent,Ind,SEWA SINGH,717,1,718,25,
2024,Haryana,Kurukshetra,General,Independent,Ind,ER VISHAL KUMAR,715,-,715,27,
2024,Haryana,Kurukshetra,General,Independent,Ind,COMRADE RAMESH KHATKAR,714,3,717,26,
2024,Haryana,Kurukshetra,General,Global Republican Party,Other-248,OM PARKASH INDAL,675,3,678,28,
2024,Haryana,Kurukshetra,General,Independent,Ind,PHOOL SINGH,625,1,626,29,
2024,Haryana,Kurukshetra,General,Independent,Ind,SUNNY KASHYAP TEORA,576,-,576,30,
2024,Haryana,Kurukshetra,General,Independent,Ind,RAMDIYA,553,3,556,31,
2024,Haryana,Kurukshetra,General,Independent,Ind,MANGAT RAM,509,-,509,32,
2024,Haryana,Kurukshetra,General,None of the Above,NOTA,NOTA,2420,19,2439,10,
2024,Haryana,Sirsa,Scheduled Caste,Indian National Congress,INC,SELJA,732298,1525,733823,1,
2024,Haryana,Sirsa,Scheduled Caste,Bharatiya Janata Party,BJP,ASHOK TANWAR,464472,854,465326,2,
2024,Haryana,Sirsa,Scheduled Caste,Indian National Lok Dal,Other-52,SANDEEP LOT VALMIKI,92279,174,92453,3,
2024,Haryana,Sirsa,Scheduled Caste,Jannayak Janta Party,Other-65,RAMESH KHATAK,20049,31,20080,4,
2024,Haryana,Sirsa,Scheduled Caste,Bahujan Samaj Party,BSP,LILU RAM ASAKHERA,10120,31,10151,5,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,RAHUL CHOUHAN,6159,1,6160,6,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,KARNAIL SINGH ODHAN,4152,14,4166,7,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,SATPAL LADWAL,3413,-,3413,9,
2024,Haryana,Sirsa,Scheduled Caste,Peoples Party of India (Democratic),Other-51,MISTRI DAULAT RAM ROLAN,3058,3,3061,10,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,JOGINDER RAM,2140,2,2142,11,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,RAN SINGH PANWAR,1548,2,1550,12,
2024,Haryana,Sirsa,Scheduled Caste,Bharatiya Asha Party,Other-342,RAJINDER KUMAR,1239,3,1242,13,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,BAGDAWAT RAM,1221,3,1224,14,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,JASVIR SINGH,1128,8,1136,15,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,NAVEEN KUMAR COMMANDO,1113,3,1116,16,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,SUKHDEV SINGH SANDHU,993,6,999,17,
2024,Haryana,Sirsa,Scheduled Caste,Bahujan Republican Socialist Party,Other-102,DR. RAJESH MEHANDIA,931,-,931,18,
2024,Haryana,Sirsa,Scheduled Caste,Loktantrik Lok Rajyam Party,Other-349,DHARAMPAL VARTIA,916,3,919,19,
2024,Haryana,Sirsa,Scheduled Caste,Independent,Ind,SURENDER KUMAR PHULAN,614,3,617,20,
2024,Haryana,Sirsa,Scheduled Caste,None of the Above,NOTA,NOTA,4106,17,4123,8,
2024,Haryana,Hisar,General,Indian National Congress,INC,JAI PARKASH (J P) S/O HARIKESH,567194,3230,570424,1,
2024,Haryana,Hisar,General,Bharatiya Janata Party,BJP,RANJIT SINGH,504944,2099,507043,2,
2024,Haryana,Hisar,General,Bahujan Samaj Party,BSP,DESH RAJ,25892,123,26015,3,
2024,Haryana,Hisar,General,Indian National Lok Dal,Other-52,SUNAINA CHAUTALA,22171,132,22303,4,
2024,Haryana,Hisar,General,Jannayak Janta Party,Other-65,NAINA SINGH CHAUTALA,21910,122,22032,5,
2024,Haryana,Hisar,General,Independent,Ind,PARDEEP DAHIYA,3607,1,3608,6,
2024,Haryana,Hisar,General,Independent,Ind,JAI PRAKASH (J.P.) S/O UMA DUTT,3267,6,3273,8,
2024,Haryana,Hisar,General,Independent,Ind,JILE SINGH,3196,-,3196,9,
2024,Haryana,Hisar,General,Independent,Ind,POONAM MOR,1237,4,1241,10,
2024,Haryana,Hisar,General,Independent,Ind,ISHWAR JHAJHRIA,1121,1,1122,11,
2024,Haryana,Hisar,General,Independent,Ind,ATMA RAM BISHNOI,1091,6,1097,12,
2024,Haryana,Hisar,General,Independent,Ind,KULBIR,1041,-,1041,13,
2024,Haryana,Hisar,General,Independent,Ind,CHANDER MOHAN,995,3,998,14,
2024,Haryana,Hisar,General,Peoples Party of India (Democratic),Other-51,ADVOCATE PARDEEP SIHMAR,871,5,876,15,
2024,Haryana,Hisar,General,Independent,Ind,AJIT SINGH,794,2,796,16,
2024,Haryana,Hisar,General,Rashtriya Lokswaraj Party,Other-523,DEV GIRI,719,7,726,17,
2024,Haryana,Hisar,General,Independent,Ind,DINESH KUMAR,699,4,703,18,
2024,Haryana,Hisar,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,MASTER VIJENDER JITPURA,654,3,657,19,
2024,Haryana,Hisar,General,Independent,Ind,RAJENDER KUMAR,485,1,486,20,
2024,Haryana,Hisar,General,Bharatiya Asha Party,Other-342,NEERAJ KUMAR “CHHATTAR”,419,4,423,21,
2024,Haryana,Hisar,General,Independent,Ind,MANDEEP,404,1,405,22,
2024,Haryana,Hisar,General,Vikas India Party,Other-602,JAGAT SINGH,374,8,382,23,
2024,Haryana,Hisar,General,Independent,Ind,PARJAPATI RAKESH DHUWARIA,372,2,374,24,
2024,Haryana,Hisar,General,Independent,Ind,RANDHIR SINGH,352,1,353,25,
2024,Haryana,Hisar,General,Independent,Ind,SURENDER KUMAR,326,-,326,26,
2024,Haryana,Hisar,General,Independent,Ind,SURENDER,308,-,308,27,
2024,Haryana,Hisar,General,Independent,Ind,VIJAY SINGH,270,2,272,28,
2024,Haryana,Hisar,General,Independent,Ind,YOGESH BOORA,267,2,269,29,
2024,Haryana,Hisar,General,None of the Above,NOTA,NOTA,3333,33,3366,7,
2024,Haryana,Karnal,General,Bharatiya Janata Party,BJP,MANOHAR LAL,737282,2003,739285,1,
2024,Haryana,Karnal,General,Indian National Congress,INC,DIVYANSHU BUDHIRAJA,504437,2271,506708,2,
2024,Haryana,Karnal,General,Bahujan Samaj Party,BSP,INDER SINGH,32410,98,32508,3,
2024,Haryana,Karnal,General,Nationalist Congress Party  - Sharadchandra Pawar,NCPSP,MARATHA VIRENDER VERMA,28984,167,29151,4,
2024,Haryana,Karnal,General,Jannayak Janta Party,Other-65,DEVENDER KADIAN,11399,68,11467,5,
2024,Haryana,Karnal,General,Independent,Ind,MANOJ BANSAL,4000,4,4004,6,
2024,Haryana,Karnal,General,Independent,Ind,GULSHAN KASHYAP,2987,7,2994,8,
2024,Haryana,Karnal,General,Samst Samaj Party,Other-412,ASHOK KATARIA,2898,6,2904,9,
2024,Haryana,Karnal,General,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),Other-30,HARJEET SINGH VIRK,1857,9,1866,10,
2024,Haryana,Karnal,General,Independent,Ind,SONIA,1846,5,1851,11,
2024,Haryana,Karnal,General,Independent,Ind,MANISH,1587,-,1587,12,
2024,Haryana,Karnal,General,Independent,Ind,LEENA KOHLI,1281,11,1292,13,
2024,Haryana,Karnal,General,Peoples Party of India (Democratic),Other-51,NITIN GEHLOT,1252,1,1253,14,
2024,Haryana,Karnal,General,Independent,Ind,BALWAN SINGH,1186,2,1188,15,
2024,Haryana,Karnal,General,Bharatiya Asha Party,Other-342,VINEET CHOUDHARY,1018,2,1020,16,
2024,Haryana,Karnal,General,Rashtriya Garib Dal,Other-310,ROOP SINGH,766,3,769,17,
2024,Haryana,Karnal,General,Independent,Ind,SAWAMI AGNIVESH,748,4,752,18,
2024,Haryana,Karnal,General,Independent,Ind,AZAD SINGH PUNIA,703,2,705,19,
2024,Haryana,Karnal,General,Independent,Ind,ASHOK KUMAR,631,2,633,20,
2024,Haryana,Karnal,General,None of the Above,NOTA,NOTA,3925,30,3955,7,
2024,Haryana,Sonipat,General,Indian National Congress,INC,SATPAL BRAHAMCHARI,546163,2519,548682,1,
2024,Haryana,Sonipat,General,Bharatiya Janata Party,BJP,MOHAN LAL BADOLI,525069,1797,526866,2,
2024,Haryana,Sonipat,General,Bahujan Samaj Party,BSP,UMESH KUMAR,12742,80,12822,3,
2024,Haryana,Sonipat,General,Indian National Lok Dal,Other-52,ANOOP SINGH,11384,139,11523,4,
2024,Haryana,Sonipat,General,Jannayak Janta Party,Other-65,BHUPENDER SINGH MALIK,7716,104,7820,5,
2024,Haryana,Sonipat,General,Independent,Ind,SANT DHARAMVEER CHOTIVALA,2150,4,2154,7,
2024,Haryana,Sonipat,General,Independent,Ind,RAMESH,1651,-,1651,9,
2024,Haryana,Sonipat,General,Aam Aadmi Parivartan Party,Other-462,NARESH KASHYAP,1622,36,1658,8,
2024,Haryana,Sonipat,General,Independent,Ind,SATPAL,1215,2,1217,10,
2024,Haryana,Sonipat,General,Independent,Ind,GAUBHAGAT SUMIT LATHER,877,5,882,11,
2024,Haryana,Sonipat,General,Independent,Ind,DR. KAMLESH KUMAR SAINI,863,3,866,12,
2024,Haryana,Sonipat,General,Independent,Ind,ROHTASH,775,2,777,13,
2024,Haryana,Sonipat,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,BALBIR SINGH,765,3,768,14,
2024,Haryana,Sonipat,General,Independent,Ind,ASHWANI,694,1,695,15,
2024,Haryana,Sonipat,General,Independent,Ind,SANJAY DASS,569,3,572,16,
2024,Haryana,Sonipat,General,Independent,Ind,JAGBEER,521,3,524,17,
2024,Haryana,Sonipat,General,Rashtriya Garib Dal,Other-310,SUNIL KUMAR,456,11,467,18,
2024,Haryana,Sonipat,General,Peoples Party of India (Democratic),Other-51,RADHEY SHYAM,438,3,441,19,
2024,Tamil Nadu,Chennai South,General,Jebamani Janata,Other-340,M.G.RAMU,3526,8,3534,6,
2024,Haryana,Sonipat,General,Independent,Ind,NIRMAL SINGH,317,1,318,21,
2024,Haryana,Sonipat,General,Independent,Ind,SURENDER SINGH,295,1,296,22,
2024,Haryana,Sonipat,General,Rashtriya Jatigat Aarakshan Virodhi Party,Other-723,RAKESH DHARIWAL,214,1,215,23,
2024,Haryana,Sonipat,General,None of the Above,NOTA,NOTA,2287,33,2320,6,
2024,Haryana,Rohtak,General,Indian National Congress,INC,DEEPENDER SINGH HOODA,778259,5319,783578,1,
2024,Haryana,Rohtak,General,Bharatiya Janata Party,BJP,DR. ARVIND KUMAR SHARMA,435028,3252,438280,2,
2024,Haryana,Rohtak,General,Jannayak Janta Party,Other-65,RAVINDER,6209,41,6250,3,
2024,Haryana,Rohtak,General,Rashtrawadi Janlok Party (Satya),Other-177,RAKESH SINGH,2706,8,2714,4,
2024,Haryana,Rohtak,General,Independent,Ind,BISHAMBAR KUMAR,2394,-,2394,5,
2024,Haryana,Rohtak,General,Independent,Ind,KALAWATI,2135,15,2150,7,
2024,Haryana,Rohtak,General,Independent,Ind,PARVEEN KUMAR,1927,1,1928,8,
2024,Haryana,Rohtak,General,Independent,Ind,UDEVIR,1530,2,1532,9,
2024,Haryana,Rohtak,General,Peoples Party of India (Democratic),Other-51,VINOD KUMAR,805,4,809,10,
2024,Haryana,Rohtak,General,Independent,Ind,ASHOK KUMAR,627,2,629,11,
2024,Haryana,Rohtak,General,Bharatiya Asha Party,Other-342,VISHESH BAMEL,613,5,618,12,
2024,Haryana,Rohtak,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,JAIKARAN MANDAUTHI,600,7,607,13,
2024,Haryana,Rohtak,General,Bharatheeya Jawan Kisan Party,Other-71,JAGBIR SINGH,574,19,593,14,
2024,Haryana,Rohtak,General,Independent,Ind,SATISH KUMAR,524,-,524,15,
2024,Haryana,Rohtak,General,Aam Aadmi Parivartan Party,Other-462,SURENDER,447,23,470,16,
2024,Haryana,Rohtak,General,Independent,Ind,MANISHA,410,21,431,17,
2024,Haryana,Rohtak,General,Independent,Ind,ARVIND KUMAR SHARMA,360,7,367,18,
2024,Haryana,Rohtak,General,Ekam Sanatan Bharat Dal,Other-83,SATISH KUMAR,359,4,363,19,
2024,Haryana,Rohtak,General,Independent,Ind,ARVIND,330,-,330,20,
2024,Haryana,Rohtak,General,Super Power India Party,Other-556,ADVOCATE ADITYA DHANKHAR,275,12,287,21,
2024,Haryana,Rohtak,General,Independent,Ind,MASTER RANDHIR SINGH,267,2,269,22,
2024,Haryana,Rohtak,General,Independent,Ind,MANJEET,267,2,269,22,
2024,Haryana,Rohtak,General,Independent,Ind,SANJAY,210,2,212,24,
2024,Haryana,Rohtak,General,Independent,Ind,YOGESH SHARMA,190,-,190,25,
2024,Haryana,Rohtak,General,Independent,Ind,VINAY,156,3,159,26,
2024,Haryana,Rohtak,General,Independent,Ind,LALIT KUMAR,129,2,131,27,
2024,Haryana,Rohtak,General,None of the Above,NOTA,NOTA,2321,41,2362,6,
2024,Haryana,Bhiwani-Mahendragarh,General,Bharatiya Janata Party,BJP,DHARAMBIR SINGH,582735,5929,588664,1,
2024,Haryana,Bhiwani-Mahendragarh,General,Indian National Congress,INC,RAO DAN SINGH,541926,5228,547154,2,
2024,Haryana,Bhiwani-Mahendragarh,General,Jannayak Janta Party,Other-65,BAHADUR SINGH,15076,189,15265,3,
2024,Haryana,Bhiwani-Mahendragarh,General,Bahujan Samaj Party,BSP,SUNIL KUMAR SHARMA,6239,97,6336,4,
2024,Haryana,Bhiwani-Mahendragarh,General,Rashtrawadi Janlok Party (Satya),Other-177,SUBHASH,4663,32,4695,6,
2024,Haryana,Bhiwani-Mahendragarh,General,Independent,Ind,HEMANT,3876,5,3881,7,
2024,Haryana,Bhiwani-Mahendragarh,General,Independent,Ind,SEEMA,2961,18,2979,8,
2024,Haryana,Bhiwani-Mahendragarh,General,Independent,Ind,VED PRAKASH,1897,3,1900,9,
2024,Haryana,Bhiwani-Mahendragarh,General,Bharatheeya Jawan Kisan Party,Other-71,ANAND KUMAR,1642,26,1668,10,
2024,Haryana,Bhiwani-Mahendragarh,General,Independent,Ind,YOGBIR SINGH,1473,5,1478,11,
2024,Haryana,Bhiwani-Mahendragarh,General,Independent,Ind,VARSHA,993,60,1053,12,
2024,Haryana,Bhiwani-Mahendragarh,General,Peoples Party of India (Democratic),Other-51,BALWAN,854,3,857,13,
2024,Haryana,Bhiwani-Mahendragarh,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,ROHTASH,637,3,640,14,
2024,Haryana,Bhiwani-Mahendragarh,General,Independent,Ind,JAI SINGH,442,9,451,15,
2024,Haryana,Bhiwani-Mahendragarh,General,Bhartiya Shakti Chetna Party,Other-64,BHARAT BHUSHAN,440,3,443,16,
2024,Haryana,Bhiwani-Mahendragarh,General,Independent,Ind,ENGINEER MAHAVIR SINGH YADAV,406,9,415,17,
2024,Haryana,Bhiwani-Mahendragarh,General,Independent,Ind,JAGDISH,219,10,229,18,
2024,Haryana,Bhiwani-Mahendragarh,General,None of the Above,NOTA,NOTA,5188,99,5287,5,
2024,Haryana,Gurgaon,General,Bharatiya Janata Party,BJP,RAO INDERJIT SINGH,805161,3175,808336,1,
2024,Haryana,Gurgaon,General,Indian National Congress,INC,RAJ BABBAR,731696,1561,733257,2,
2024,Haryana,Gurgaon,General,Jannayak Janta Party,Other-65,RAHUL YADAV FAZILPURIA,13214,64,13278,3,
2024,Haryana,Gurgaon,General,Bahujan Samaj Party,BSP,VIJAY KHATANA,8900,46,8946,4,
2024,Haryana,Gurgaon,General,Indian National Lok Dal,Other-52,SORAB KHAN,4897,20,4917,6,
2024,Haryana,Gurgaon,General,Independent,Ind,AJAY KUMAR,3527,1,3528,7,
2024,Haryana,Gurgaon,General,Independent,Ind,ASHOK JANGRA,3002,3,3005,8,
2024,Haryana,Gurgaon,General,Independent,Ind,AZAD SINGH,2744,1,2745,9,
2024,Haryana,Gurgaon,General,Independent,Ind,AKSHAT GAIT,2549,1,2550,10,
2024,Haryana,Gurgaon,General,Bharatheeya Jawan Kisan Party,Other-71,LAL CHAND YADAV,2214,8,2222,11,
2024,Haryana,Gurgaon,General,Independent,Ind,SAMAY SINGH,1885,2,1887,12,
2024,Haryana,Gurgaon,General,Swayam Shashan Party,Other-555,DHARMENDER THAKRAN,1402,6,1408,13,
2024,Haryana,Gurgaon,General,Jan Sewak Kranti Party,Other-591,VIJAY YADAV,1120,-,1120,14,
2024,Haryana,Gurgaon,General,Peoples Party of India (Democratic),Other-51,ISHWAR SINGH SUTHANI,1110,4,1114,15,
2024,Haryana,Gurgaon,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,COMRADE SARWAN KUMAR GUPTA,1066,8,1074,16,
2024,Odisha,Jajpur,Scheduled Caste,Ambedkarite Party of India,Other-63,BIDYADHAR DALEI,2172,-,2172,9,
2024,Haryana,Gurgaon,General,Rashtriya Lokswaraj Party,Other-523,SAMPOORN ANAND,911,4,915,18,
2024,Haryana,Gurgaon,General,Independent,Ind,KUSHESHWAR BHAGAT,794,-,794,19,
2024,Haryana,Gurgaon,General,Independent,Ind,SINGH RAM,789,2,791,20,
2024,Haryana,Gurgaon,General,Social Democratic Party Of India,Other-91,ANWAR,572,6,578,21,
2024,Haryana,Gurgaon,General,Independent,Ind,FAUJI JAI KAWAR TYAGI (DIXIT),469,5,474,22,
2024,Haryana,Gurgaon,General,Bhartiya Shakti Chetna Party,Other-64,AKASH VYAS,436,3,439,23,
2024,Haryana,Gurgaon,General,Independent,Ind,VISHNU,436,1,437,24,
2024,Haryana,Gurgaon,General,None of the Above,NOTA,NOTA,6377,40,6417,5,
2024,Haryana,Faridabad,General,Bharatiya Janata Party,BJP,KRISHAN PAL,787332,1237,788569,1,
2024,Haryana,Faridabad,General,Indian National Congress,INC,MAHENDER PRATAP SINGH,614908,747,615655,2,
2024,Haryana,Faridabad,General,Bahujan Samaj Party,BSP,KISHAN THAKUR,25164,42,25206,3,
2024,Haryana,Faridabad,General,Indian National Lok Dal,Other-52,SUNIL TEWATIA,8057,28,8085,4,
2024,Haryana,Faridabad,General,Jannayak Janta Party,Other-65,NALIN HOODA,5335,26,5361,6,
2024,Haryana,Faridabad,General,Jan Shakti Dal,Other-408,SAWATANTAR SINGH CHAUHAN,2951,4,2955,7,
2024,Haryana,Faridabad,General,Independent,Ind,NEERAJ JATAV,2104,4,2108,8,
2024,Haryana,Faridabad,General,Adim Bhartiya Dal,Other-533,HARI SHANKER RAJVANS,1584,-,1584,9,
2024,Haryana,Faridabad,General,Independent,Ind,ATUL,1456,2,1458,10,
2024,Haryana,Faridabad,General,AARAKSHAN VIRODHI PARTY,Other-551,PANDIT SUMIT KUMAR SHARMA,1439,5,1444,11,
2024,Haryana,Faridabad,General,Peoples Party of India (Democratic),Other-51,BRIJABALA,1370,10,1380,12,
2024,Haryana,Faridabad,General,Bhartiya Shakti Chetna Party,Other-64,SHYAM SUNDER SINGH,1247,-,1247,13,
2024,Haryana,Faridabad,General,Rashtriya Vikas Party,Other-575,MAHESH PRATAP SHARMA,1237,3,1240,14,
2024,Haryana,Faridabad,General,Buland Bharat Party,Other-613,SATAY DEO YADAV,953,2,955,15,
2024,Haryana,Faridabad,General,Akhil Bhartiya Kisan Majdoor Party,Other-625,RANDHEER SINGH ALIAS DHEERU KHATANA,919,5,924,16,
2024,Haryana,Faridabad,General,Independent,Ind,SUNIL KUMAR,888,1,889,17,
2024,Haryana,Faridabad,General,Rashtra Nirman Party,Other-190,BHARAT BHUSHAN KOLI,807,1,808,18,
2024,Haryana,Faridabad,General,Kisan Mazdoor Sangharsh Party,Other-141,SHIV NARAYAN BABA DUBEY,769,2,771,19,
2024,Haryana,Faridabad,General,Samrat Mihir Bhoj Samaj Party,Other-554,GYAN CHAND BAINSLA,751,5,756,20,
2024,Haryana,Faridabad,General,Independent,Ind,RAJESH GAUTAM,662,1,663,21,
2024,Haryana,Faridabad,General,Independent,Ind,SWAMI RAJENDRA DEV JI,660,3,663,21,
2024,Haryana,Faridabad,General,Independent,Ind,GIRRAJ,612,2,614,24,
2024,Haryana,Faridabad,General,Independent,Ind,LEKHRAM DABANG,610,5,615,23,
2024,Haryana,Faridabad,General,Loktantrik Janshakti Party,Other-461,SHAKILA HUSSAIN,547,4,551,25,
2024,Haryana,Faridabad,General,None of the Above,NOTA,NOTA,6808,13,6821,5,
2024,Himachal Pradesh,Kangra,General,Bharatiya Janata Party,BJP,DR RAJEEV BHARDWAJ,622482,10311,632793,1,
2024,Himachal Pradesh,Kangra,General,Indian National Congress,INC,ANAND SHARMA,374346,6552,380898,2,
2024,Himachal Pradesh,Kangra,General,Bahujan Samaj Party,BSP,REKHA CHAUDHARY,7478,275,7753,3,
2024,Himachal Pradesh,Kangra,General,Independent,Ind,ADVOCATE SANJAY SHARMA,2304,15,2319,5,
2024,Himachal Pradesh,Kangra,General,Independent,Ind,DR KEHAR SINGH,2129,49,2178,6,
2024,Himachal Pradesh,Kangra,General,Akhil Bhartiya Parivar Party,Other-66,JEEVAN KUMAR,1441,35,1476,7,
2024,Himachal Pradesh,Kangra,General,Himachal Janta Party,Other-497,NARAIN SINGH DOGRA,1125,46,1171,8,
2024,Himachal Pradesh,Kangra,General,Rashtriya Devbhumi Party,Other-204,BHUVNESH KUMAR,701,55,756,9,
2024,Himachal Pradesh,Kangra,General,Rashtriya Samaj Dal (R),Other-191,DEV RAJ BHARDWAJ,588,19,607,10,
2024,Himachal Pradesh,Kangra,General,Independent,Ind,ACHAL SINGH,491,54,545,11,
2024,Himachal Pradesh,Kangra,General,None of the Above,NOTA,NOTA,6260,112,6372,4,
2024,Himachal Pradesh,Mandi,General,Bharatiya Janata Party,BJP,KANGNA RANAUT,527463,9559,537022,1,
2024,Himachal Pradesh,Mandi,General,Indian National Congress,INC,VIKRAMADITYA SINGH,453760,8507,462267,2,
2024,Himachal Pradesh,Mandi,General,Bahujan Samaj Party,BSP,DR. PRAKASH CHAND BHARDWAJ,4320,73,4393,4,
2024,Himachal Pradesh,Mandi,General,Rashtriya Devbhumi Party,Other-204,NARENDER KUMAR,2422,25,2447,5,
2024,Himachal Pradesh,Mandi,General,Independent,Ind,RAKHEE GUPTA,1014,37,1051,6,
2024,Himachal Pradesh,Mandi,General,Independent,Ind,SUBHASH MOHAN SNEHI,963,11,974,7,
2024,Himachal Pradesh,Mandi,General,Akhil Bhartiya Parivar Party,Other-66,VINAY KUMAR,674,16,690,8,
2024,Himachal Pradesh,Mandi,General,Himachal Janta Party,Other-497,MAHESH SAINI,641,13,654,9,
